ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000204435	CSNK2B	6	31633013	31638120	1	protein_coding	1460	CSNK2B	0.943856699084629	0.192573664	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs116995415;rs117232593:rs9501364:rs74463708;rs34744948:rs34744948:rs138389328:rs117816501;rs138389328:rs74463708:rs204996:rs549182:rs2856437:rs2853807:rs2072915:rs148698549:rs73739316:rs117816501;rs79433101;rs138389328:rs241436	3
ENSG00000263020	CSNK2B-LY6G5B-1181	6	31633879	31641323	1	protein_coding	NA	NA	0.196071244498545	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs116995415;rs117232593:rs9501364:rs74463708;rs34744948:rs34744948:rs138389328:rs117816501;rs138389328:rs74463708:rs204996:rs549182:rs2856437:rs2853807:rs2072915:rs148698549:rs73739316:rs117816501;rs79433101;rs138389328:rs241436	3
ENSG00000240053	LY6G5B	6	31637944	31641553	1	protein_coding	58496	LY6G5B	0.000871193542460961	0.370528481	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs116995415;rs117232593:rs9501364:rs74463708;rs34744948:rs34744948:rs138389328:rs117816501;rs138389328:rs74463708:rs204996:rs549182:rs2856437:rs2853807:rs2072915:rs148698549:rs73739316:rs117816501;rs79433101;rs138389328:rs241436	3
ENSG00000204428	LY6G5C	6	31644461	31651817	-1	protein_coding	80741	LY6G5C	0.614670423249105	0.183112979	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	2.789e-34	rs138389328;rs116995415;rs117232593:rs138389328:rs117816501;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs148698549:rs549182:rs2856437:rs11757500:rs9271146:rs117816501:rs11757500;rs144039739:rs144039739:rs28688207;rs35597309:rs78496075:rs73730372:rs1617322:rs9273524;rs9271146:rs28407950:rs1049213:rs9273524:rs28688825;rs73730372:rs199707618:rs28688825:rs9271378:rs144039739;rs9275505:rs9270549:rs78496075;rs9273524:rs9273079:rs35597309;rs78496075:rs34304006:rs35597309:rs199639400:rs9270549;rs9273079:rs28688207:rs9271919:rs2853807:rs73739316:rs241436:rs566907865	3
ENSG00000204427	ABHD16A	6	31654726	31671221	-1	protein_coding	7920	ABHD16A	0.988882578133094	-0.376322241	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs117816501;rs138389328;rs138389328:rs204996:rs2856437:rs74463708:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs549182:rs2853807:rs2072915:rs148698549:rs138389328;rs116995415;rs117232593:rs117816501;rs79433101;rs138389328:rs73739316:rs241436:rs566907865	3
ENSG00000204422	XXbac-BPG32J3.20	6	31654739	31681849	-1	protein_coding	NA	NA	NA	NA	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.099e-32	rs117816501;rs138389328;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs2856437:rs78496075:rs9273079:rs11757500:rs35597309:rs1617322:rs28688825;rs73730372:rs28688207;rs35597309:rs28407950:rs117816501:rs144039739:rs9271919:rs199639400:rs73730372:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs28688207;rs116343052;rs35597309:rs9273524;rs9271146:rs2853807:rs566907865:rs148698549:rs73739316:rs241436	3
ENSG00000204424	LY6G6F	6	31674640	31685581	1	protein_coding	259215	LY6G6F	2.55909344216693e-06	-0.134424351	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs117816501;rs138389328;rs138389328:rs204996:rs2856437:rs74463708:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs549182:rs2853807:rs2072915:rs148698549:rs138389328;rs116995415;rs117232593:rs117816501;rs79433101;rs138389328:rs73739316:rs241436:rs566907865	3
ENSG00000250641	MEGT1	6	31674681	31685695	1	protein_coding	259215	NA	2.30552003730605e-05	NA	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs117816501;rs138389328;rs138389328:rs204996:rs2856437:rs74463708:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs549182:rs2853807:rs2072915:rs148698549:rs138389328;rs116995415;rs117232593:rs117816501;rs79433101;rs138389328:rs73739316:rs241436:rs566907865	3
ENSG00000255552	LY6G6E	6	31679548	31681842	-1	protein_coding	NA	LY6G6E	NA	NA	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.099e-32	rs117816501;rs138389328;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs2856437:rs78496075:rs9273079:rs11757500:rs35597309:rs1617322:rs28688825;rs73730372:rs28688207;rs35597309:rs28407950:rs117816501:rs144039739:rs9271919:rs199639400:rs73730372:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs28688207;rs116343052;rs35597309:rs9273524;rs9271146:rs2853807:rs566907865:rs148698549:rs73739316:rs241436	3
ENSG00000244355	LY6G6D	6	31683133	31685581	1	protein_coding	259215	LY6G6D	0.542857604337903	0.065280091	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.099e-32	rs117816501;rs138389328;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs2856437:rs78496075:rs9273079:rs11757500:rs35597309:rs1617322:rs28688825;rs73730372:rs28688207;rs35597309:rs28407950:rs117816501:rs144039739:rs9271919:rs199639400:rs73730372:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs28688207;rs116343052;rs35597309:rs9273524;rs9271146:rs2853807:rs566907865:rs148698549:rs73739316:rs241436	3
ENSG00000204420	C6orf25	6	31686371	31694491	1	protein_coding	80739	C6orf25	0.0040376920872826	-0.298210715	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.099e-32	rs117816501;rs138389328;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs2856437:rs78496075:rs9273079:rs11757500:rs35597309:rs1617322:rs28688825;rs73730372:rs28688207;rs35597309:rs28407950:rs117816501:rs144039739:rs9271919:rs199639400:rs73730372:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs28688207;rs116343052;rs35597309:rs9273524;rs9271146:rs2853807:rs566907865:rs148698549:rs73739316:rs241436	3
ENSG00000204421	LY6G6C	6	31686425	31689622	-1	protein_coding	80740	LY6G6C	0.0016526950106923	-0.062960636	1	22.6	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	1.099e-32	rs117816501;rs138389328;rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs2856437:rs78496075:rs9273079:rs11757500:rs35597309:rs1617322:rs28688825;rs73730372:rs28688207;rs35597309:rs28407950:rs117816501:rs144039739:rs9271919:rs199639400:rs73730372:rs28688207;rs35597309;rs9273079:rs78496075;rs9271919:rs28688207;rs116343052;rs35597309:rs9273524;rs9271146:rs2853807:rs566907865:rs148698549:rs73739316:rs241436	3
ENSG00000213722	DDAH2	6	31694815	31698394	-1	protein_coding	23564	DDAH2	0.842139471278318	-0.370986151	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	4.351e-27	rs138389328:rs204996:rs11757500:rs9268845:rs1617322:rs117816501:rs199639400:rs62404579:rs144039739:rs9268909:rs566907865:rs117816501;rs79433101;rs138389328:rs148698549:rs549182:rs73739316:rs241436	3
ENSG00000213719	CLIC1	6	31698358	31707540	-1	protein_coding	1192	CLIC1	0.0124562134918973	0.517818004	0	0	1	9.70826613929e-05	0.049	DICE/T_CD4_TH2	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.362e-22	rs1049213;rs138389328:rs204996:rs116995415;rs117232593:rs138389328;rs116995415;rs117232593:rs74463708:rs74463708;rs34744948:rs117816501;rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs2071349:rs2072915:rs9501364:rs34744948:rs148698549:rs566907865:rs73739316:rs241436	3
ENSG00000204410	MSH5	6	31707725	31732622	1	protein_coding	4439	MSH5	6.13879541730601e-08	-0.074393334	1	15.01	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.362e-22	rs138389328;rs138389328:rs204996:rs116995415;rs117232593:rs138389328;rs116995415;rs117232593:rs74463708:rs74463708;rs34744948:rs117816501;rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs2071349:rs2072915:rs9501364:rs34744948:rs148698549:rs566907865:rs73739316:rs241436	3
ENSG00000255152	MSH5-SAPCD1	6	31707797	31732628	1	protein_coding	401251	MSH5-SAPCD1	NA	NA	1	15.01	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.362e-22	rs138389328;rs138389328:rs204996:rs116995415;rs117232593:rs138389328;rs116995415;rs117232593:rs74463708:rs74463708;rs34744948:rs117816501;rs138389328:rs549182:rs117816501;rs79433101;rs138389328:rs2856437:rs2853807:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs412492:rs3115574:rs1617322:rs2071349:rs2072915:rs9501364:rs34744948:rs148698549:rs566907865:rs73739316:rs241436	3
ENSG00000228727	SAPCD1	6	31730576	31732628	1	protein_coding	401251	SAPCD1	2.31956261529551e-07	-0.138258537	1	15.01	112	3.33970557255e-06	0.049	DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD8_naive_activated	-	Yes	Promoter_anchored_loops:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.722e-21	rs138389328;rs9271919;rs28407950;rs9273508;rs9270549;rs138389328:rs204996:rs117816501	3
ENSG00000204396	VWA7	6	31733367	31745108	-1	protein_coding	80737	VWA7	4.28880941939168e-07	-0.117038984	1	15.01	0	NA	NA	NA	NA	Yes	Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Trophoblast-like_Cell	3.722e-21	rs138389328;rs117816501;rs138389328:rs138389328:rs204996	3
ENSG00000204394	VARS	6	31745295	31763730	-1	protein_coding	7407	VARS	0.67979413526559	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs116995415;rs117232593:rs9501364:rs138389328:rs117816501;rs79433101;rs138389328:rs117816501;rs138389328:rs204996	3
ENSG00000204392	LSM2	6	31765173	31774761	-1	protein_coding	57819	LSM2	0.00596281731563641	-0.429998203	1	0.062	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs138389328;rs117816501;rs138389328:rs138389328:rs74463708;rs34744948:rs34744948:rs9501364:rs138389328;rs116995415;rs117232593:rs75918478:rs74463708:rs549182:rs2856437:rs2853807:rs204996:rs6457499:rs56673349:rs17209007:rs376549:rs1265788:rs382259:rs382259;rs376549:rs241436:rs2072915	3
ENSG00000204390	HSPA1L	6	31777396	31783437	-1	protein_coding	3305	HSPA1L	2.19040919542089e-06	-0.112850149	1	0.062	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs138389328;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs74463708:rs148698549:rs117816501;rs138389328:rs9501364:rs138389328;rs116995415;rs117232593:rs549182:rs2856437:rs2853807:rs204996:rs241436:rs2071349:rs588997:rs2072915	3
ENSG00000204389	HSPA1A	6	31783291	31785723	1	protein_coding	3304	HSPA1A	NA	-0.068139901	2	0.294	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs138389328;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs74463708:rs148698549:rs117816501;rs138389328:rs9501364:rs138389328;rs116995415;rs117232593:rs549182:rs2856437:rs2853807:rs204996:rs241436:rs2071349:rs588997:rs2072915	3
ENSG00000204388	HSPA1B	6	31795512	31798031	1	protein_coding	3304	HSPA1B	NA	0.733333007	1	0.294	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	2.789e-34	rs138389328;rs116995415;rs117232593:rs74463708;rs34744948:rs34744948:rs74463708:rs117816501;rs138389328:rs138389328:rs204996:rs549182:rs2856437:rs11757500:rs9271146:rs117816501:rs11757500;rs144039739:rs144039739:rs28688207;rs35597309:rs78496075:rs73730372:rs1617322:rs9273524;rs9271146:rs28407950:rs1049213:rs9273524:rs28688825;rs73730372:rs199707618:rs28688825:rs9271378:rs144039739;rs9275505:rs9270549:rs78496075;rs9273524:rs9273079:rs35597309;rs78496075:rs34304006:rs35597309:rs199639400:rs9270549;rs9273079:rs28688207:rs9271919:rs117816501;rs79433101	3
ENSG00000204387	C6orf48	6	31802385	31807541	1	protein_coding	50854	C6orf48	5.82446544381436e-05	-0.070683339	3	9.774	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs138389328;rs74463708:rs34744948:rs148698549:rs117816501;rs138389328:rs138389328:rs549182:rs2856437:rs2853807:rs204996:rs9501364:rs74463708;rs34744948:rs2072915:rs566907865:rs117816501;rs79433101;rs138389328:rs73739316:rs241436	3
ENSG00000204386	NEU1	6	31825436	31830683	-1	protein_coding	4758	NEU1	1.93153899716433e-05	-0.509632645	2	1.258	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell	3.722e-21	rs138389328;rs204996;rs74463708:rs74463708;rs34744948:rs34744948:rs138389328:rs117816501;rs138389328:rs204996:rs566907865:rs117816501;rs79433101;rs138389328:rs73739316:rs241436	3
ENSG00000204385	SLC44A4	6	31830969	31846823	-1	protein_coding	80736	SLC44A4	8.27829933247523e-08	0.141294682	3	16.14	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	2.705e-22	rs204996;rs566907865;rs117816501;rs79433101;rs138389328;rs74463708:rs138389328:rs34744948:rs148698549:rs117816501;rs138389328:rs204996:rs2856437:rs9270549:rs9271146:rs9273079:rs199639400:rs117816501:rs144039739:rs78496075:rs9269923:rs9271919:rs28688207;rs116343052:rs117816501	3
ENSG00000204371	EHMT2	6	31847536	31865464	-1	protein_coding	10919	EHMT2	0.0644714712842996	-0.142114214	3	16.14	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	4.289e-22	rs204996;rs566907865;rs117816501;rs79433101;rs138389328;rs116995415;rs117232593:rs28752780:rs138389328:rs204996:rs117816501;rs138389328:rs117816501	3
ENSG00000166278	C2	6	31865562	31913449	1	protein_coding	717	C2	1.37888637170214e-06	-0.608182111	5	22.8	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	4.289e-22	rs117816501;rs79433101;rs138389328;rs148698549;rs549182;rs116995415;rs117232593:rs28752780:rs138389328:rs204996:rs117816501;rs138389328:rs117816501	3
ENSG00000204366	ZBTB12	6	31867384	31869769	-1	protein_coding	221527	ZBTB12	0.807401018591612	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	4.289e-22	rs138389328;rs116995415;rs117232593:rs28752780:rs138389328:rs204996:rs117816501;rs79433101;rs138389328:rs549182:rs9501364:rs74463708;rs34744948:rs74463708:rs117816501;rs138389328:rs2856437:rs2853807:rs241436:rs2072915	3
ENSG00000243649	CFB	6	31895475	31919861	1	protein_coding	629	CFB	0.000978859412496618	-0.355687014	3	22.8	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	3.34e-24	rs148698549;rs117816501;rs79433101;rs138389328;rs549182;rs79118723:rs117816501;rs138389328:rs117816501;rs138389328:rs138389328:rs204996:rs117816501:rs17209007:rs56673349;rs7754570:rs1617322:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs73739316:rs241436	3
ENSG00000244255	CFB	6	31895475	31919825	1	protein_coding	NA	NA	NA	-0.355687014	3	22.8	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell	3.34e-24	rs148698549;rs117816501;rs79433101;rs138389328;rs549182;rs79118723:rs117816501;rs138389328:rs117816501;rs138389328:rs138389328:rs204996:rs117816501:rs17209007:rs56673349;rs7754570:rs1617322:rs9380294:rs10947261:rs56673349:rs199639400:rs62404579:rs116548543;rs114475159;rs17202120:rs1265788;rs9268909:rs3129891:rs3135344:rs148698549:rs114475159:rs9268909:rs7754570:rs73739316:rs241436	3
ENSG00000204356	NELFE	6	31919864	31926887	-1	protein_coding	100302242	NELFE	0.756273167199129	-0.068610169	1	22.8	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.303e-26	rs549182;rs138389328:rs3129891:rs117816501:rs2097442:rs56673349;rs7754570:rs114475159:rs7754570:rs9268845:rs1617322:rs199639400:rs143469999:rs16870693:rs117816501;rs79433101;rs138389328:rs9501364:rs74463708:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs2856437:rs2853807:rs241436:rs2072915:rs148698549:rs138389328;rs116995415;rs117232593	3
ENSG00000204351	SKIV2L	6	31926857	31937532	1	protein_coding	6499	SKIV2L	1.11011779473699e-15	-0.360100754	1	22.8	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.303e-26	rs549182;rs138389328:rs3129891:rs117816501:rs2097442:rs56673349;rs7754570:rs114475159:rs7754570:rs9268845:rs1617322:rs199639400:rs143469999:rs16870693:rs117816501;rs79433101;rs138389328:rs9501364:rs74463708:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs2856437:rs2853807:rs241436:rs2072915:rs148698549:rs138389328;rs116995415;rs117232593	3
ENSG00000204348	DXO	6	31937587	31940069	-1	protein_coding	1797	DXO	4.98479742091705e-10	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway	2.9e-33	rs204996:rs2856437:rs9270549:rs9271146:rs11757500:rs28688207;rs35597309:rs144039739:rs34102154:rs9273524:rs9273079:rs35597309:rs78496075:rs28688207;rs116343052;rs35597309:rs117816501:rs28688207:rs4713570:rs1617322:rs9271146;rs3135344:rs9268909:rs17209007	3
ENSG00000204344	STK19	6	31938868	31950598	1	protein_coding	8859	STK19	0.00461708135223375	-0.316127665	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	2.9e-33	rs204996:rs2856437:rs9270549:rs9271146:rs11757500:rs28688207;rs35597309:rs144039739:rs34102154:rs9273524:rs9273079:rs35597309:rs78496075:rs28688207;rs116343052;rs35597309:rs117816501:rs28688207:rs4713570:rs1617322:rs9271146;rs3135344	3
ENSG00000244731	C4A	6	31949801	31970458	1	protein_coding	721	C4A	NA	-0.318571861	0	0	2	7.95243685846e-05	0.049	DICE/T_CD4_TH1_17	NA	Yes	Promoter_anchored_loops	2.9e-33	rs9271146;rs9271919;rs2856437:rs204996:rs9270549:rs9271146:rs11757500:rs28688207;rs35597309:rs144039739:rs34102154:rs9273524:rs9273079:rs35597309:rs78496075:rs28688207;rs116343052;rs35597309:rs117816501:rs28688207:rs4713570:rs1617322:rs9271146;rs3135344:rs116995415;rs117232593:rs9501364:rs138389328:rs16870693:rs117816501;rs79433101;rs138389328	3
ENSG00000224389	C4B	6	31982539	32003195	1	protein_coding	100293534	C4B	NA	-0.318571861	2	8.941	15	3.46015780311e-05	0.049	DICE/Monocyte_non_classical	-	No	NA	1.678e-12	rs204996;rs3129891;rs1617322	3
ENSG00000231852	CYP21A2	6	32006042	32009447	1	protein_coding	1589	CYP21A2	0.672306731067129	0.394527384	3	8.941	39	2.86414929515e-08	0.049	DICE/T_CD4_naive:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH2	-	Yes	Promoter_anchored_loops	1.273e-31	rs204996;rs1617322;rs9273325;rs138389328;rs116995415;rs117232593:rs79118723:rs2856437:rs204996:rs78496075:rs566907865:rs1617322:rs28688207;rs35597309:rs199639400:rs11757500:rs9275505:rs117816501;rs79433101;rs138389328:rs143469999	3
ENSG00000168477	TNXB	6	32008931	32083111	-1	protein_coding	7148	TNXB	0.774153751864359	-0.827100611	6	11.24	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	4.289e-22	rs204996;rs117816501;rs79433101;rs138389328;rs138389328:rs75918478:rs2856437:rs566907865	3
ENSG00000213676	ATF6B	6	32065953	32096030	-1	protein_coding	1388	ATF6B	1.6770144203098e-06	0.204046225	3	5.723	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.705e-22	rs138389328;rs204996;rs138389328:rs2856437:rs204996:rs2853807:rs549182	3
ENSG00000204315	FKBPL	6	32096484	32098068	-1	protein_coding	63943	FKBPL	5.3549944756646e-05	0.348686427	1	2.949	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex	2.705e-22	rs204996;rs138389328:rs2856437:rs204996:rs2853807:rs549182	3
ENSG00000204314	PRRT1	6	32116136	32122150	-1	protein_coding	100507547	PRRT1	0.407945729723328	-0.838938892	4	9.036	102	1.79057962807e-05	0.049	DICE/T_CD4_memory_TREG	-	Yes	Promoter_anchored_loops	2.326e-55	rs138389328;rs2856437;rs9270549;rs9273079;rs9271919;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs2856437:rs2853807:rs17843620;rs9273524:rs11757500:rs9273524:rs9273079:rs1049213:rs35597309:rs536421612:rs17843620:rs78496075:rs28688207:rs117816501:rs73730372:rs144039739:rs9271146:rs36058358:rs9273325:rs28724248:rs28407950:rs9273508;rs17843620:rs193147579:rs28688207;rs35597309:rs4713570:rs28688825;rs73730372:rs1617322:rs9273595:rs374144416:rs9273508:rs28688825:rs1064173:rs28746844:rs17205528:rs117816501;rs79433101;rs138389328:rs28746844;rs28724248	3
ENSG00000221988	PPT2	6	32121218	32134011	1	protein_coding	80864	PPT2	0.772683334522566	-0.617996897	3	13	1	5.29561061054e-05	0.049	DICE/T_CD4_TH1	-	Yes	Promoter_anchored_loops	2.326e-55	rs138389328;rs2856437;rs204996;rs2097442;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs2856437:rs2853807:rs17843620;rs9273524:rs11757500:rs9273524:rs9273079:rs1049213:rs35597309:rs536421612:rs17843620:rs78496075:rs28688207:rs117816501:rs73730372:rs144039739:rs9271146:rs36058358:rs9273325:rs28724248:rs28407950:rs9273508;rs17843620:rs193147579:rs28688207;rs35597309:rs4713570:rs28688825;rs73730372:rs1617322:rs9273595:rs374144416:rs9273508:rs28688825:rs1064173:rs28746844:rs17205528:rs117816501;rs79433101;rs138389328:rs28746844;rs28724248	3
ENSG00000258388	PPT2-EGFL8	6	32121622	32139755	1	protein_coding	NA	PPT2-EGFL8	NA	NA	5	13	2	1.43621166744e-05	0.049	DICE/NK:DICE/T_CD4_naive_TREG	+	Yes	Promoter_anchored_loops	2.326e-55	rs138389328;rs2856437;rs204996;rs2853807;rs28752780;rs9273595;rs138389328:rs75918478:rs74463708;rs34744948:rs34744948:rs117816501;rs138389328:rs204996:rs2856437:rs2853807:rs17843620;rs9273524:rs11757500:rs9273524:rs9273079:rs1049213:rs35597309:rs536421612:rs17843620:rs78496075:rs28688207:rs117816501:rs73730372:rs144039739:rs9271146:rs36058358:rs9273325:rs28724248:rs28407950:rs9273508;rs17843620:rs193147579:rs28688207;rs35597309:rs4713570:rs28688825;rs73730372:rs1617322:rs9273595:rs374144416:rs9273508:rs28688825:rs1064173:rs28746844:rs17205528:rs117816501;rs79433101;rs138389328:rs28746844;rs28724248	3
