# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19213
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_INTRINSIC_APOPTOTIC_SIG...9         SET      42     0.015985   0.00074659      0.12482      0.44905 GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS
GOBP_IN_UTERO_EMBRYONIC_DEVE...          SET     383     0.040112    0.0056068     0.045436      0.18867 GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT
GOBP_IODIDE_TRANSPORT                    SET       6      -0.4037   -0.0071331      0.34522      0.87887 GOBP_IODIDE_TRANSPORT
GOBP_IONOTROPIC_GLUTAMATE_RE...          SET      24      0.17521    0.0061888      0.19979      0.19026 GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY
GOBP_ION_CHANNEL_MODULATING_...          SET      10     -0.11254    -0.002567      0.25747      0.66898 GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
GOBP_IP_10_PRODUCTION                    SET       4    0.0022037   3.1794e-05      0.42467      0.49793 GOBP_IP_10_PRODUCTION
GOBP_IRE1_MEDIATED_UNFOLDED_...          SET      20      0.34993     0.011284      0.19896      0.03932 GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_IRES_DEPENDENT_VIRAL_TR...          SET      10      0.22988    0.0052432      0.29606      0.21875 GOBP_IRES_DEPENDENT_VIRAL_TRANSLATIONAL_INITIATION
GOBP_IRIS_MORPHOGENESIS                  SET       9     0.047306    0.0010236      0.24535      0.42356 GOBP_IRIS_MORPHOGENESIS
GOBP_IRON_COORDINATION_ENTIT...          SET      12      0.11921    0.0029785      0.27374      0.33161 GOBP_IRON_COORDINATION_ENTITY_TRANSPORT
GOBP_IRON_IMPORT_INTO_CELL               SET       9     -0.53988    -0.011682      0.25626      0.98242 GOBP_IRON_IMPORT_INTO_CELL
GOBP_IRON_ION_HOMEOSTASIS                SET      78      -0.3031    -0.019274      0.10168      0.99856 GOBP_IRON_ION_HOMEOSTASIS
GOBP_IRON_ION_IMPORT_ACROSS_...          SET       4     -0.22565   -0.0032557      0.38912        0.719 GOBP_IRON_ION_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_IRON_ION_TRANSMEMBRANE_...          SET      16    -0.094973   -0.0027396      0.20629      0.67738 GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT
GOBP_IRON_ION_TRANSPORT                  SET      50    -0.012303  -0.00062684      0.12081      0.54056 GOBP_IRON_ION_TRANSPORT
GOBP_IRON_SULFUR_CLUSTER_ASS...          SET      28    -0.045127   -0.0017215      0.17376      0.60246 GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY
GOBP_ISG15_PROTEIN_CONJUGATI...          SET       6      0.14827    0.0026198      0.41429      0.36022 GOBP_ISG15_PROTEIN_CONJUGATION
GOBP_ISOCITRATE_METABOLIC_PR...          SET       5     -0.23025    -0.003714      0.52747      0.66877 GOBP_ISOCITRATE_METABOLIC_PROCESS
GOBP_ISOLEUCINE_METABOLIC_PR...          SET       6      0.28703    0.0050716      0.38933       0.2305 GOBP_ISOLEUCINE_METABOLIC_PROCESS
GOBP_ISOLEUCINE_TRANSPORT                SET       5     -0.07526    -0.001214      0.33541      0.58877 GOBP_ISOLEUCINE_TRANSPORT
GOBP_ISOPENTENYL_DIPHOSPHATE...          SET       5      0.16735    0.0026995      0.40548      0.33991 GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_ISOPRENOID_BIOSYNTHETIC...          SET      30    -0.061036     -0.00241      0.16087       0.6478 GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS
GOBP_ISOPRENOID_CATABOLIC_PR...          SET      10     -0.14982   -0.0034171      0.27351      0.70807 GOBP_ISOPRENOID_CATABOLIC_PROCESS
GOBP_ISOPRENOID_METABOLIC_PR...          SET     113    -0.015785    -0.001207      0.08182      0.57649 GOBP_ISOPRENOID_METABOLIC_PROCESS
GOBP_ISOPRENOID_TRANSPORT                SET       5       0.1068    0.0017227      0.32407      0.37087 GOBP_ISOPRENOID_TRANSPORT
GOBP_ISOTYPE_SWITCHING_TO_IG...1         SET       7      0.46424    0.0088598      0.32548     0.076901 GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES
GOBP_ISOTYPE_SWITCHING_TO_IG...2         SET      14      0.29812    0.0080446       0.2242     0.091817 GOBP_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES
GOBP_I_KAPPAB_KINASE_NF_KAPP...          SET     268     -0.02924   -0.0034293     0.053548      0.70748 GOBP_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING
GOBP_I_KAPPAB_PHOSPHORYLATION            SET      17     -0.08328   -0.0024762      0.21282      0.65222 GOBP_I_KAPPAB_PHOSPHORYLATION
GOBP_JNK_CASCADE                         SET     163     0.020198    0.0018525     0.068957       0.3848 GOBP_JNK_CASCADE
GOBP_KERATAN_SULFATE_METABOL...          SET      18      0.17582    0.0053793      0.20513       0.1957 GOBP_KERATAN_SULFATE_METABOLIC_PROCESS
GOBP_KERATINIZATION                      SET      82     0.057141    0.0037251      0.13268      0.33336 GOBP_KERATINIZATION
GOBP_KERATINOCYTE_APOPTOTIC_...          SET       7    -0.065462   -0.0012493      0.36979      0.57025 GOBP_KERATINOCYTE_APOPTOTIC_PROCESS
GOBP_KERATINOCYTE_DEVELOPMENT            SET      13     -0.34819   -0.0090542       0.2528      0.91578 GOBP_KERATINOCYTE_DEVELOPMENT
GOBP_KERATINOCYTE_DIFFERENTI...          SET     172    -0.068059   -0.0064108     0.076118      0.81437 GOBP_KERATINOCYTE_DIFFERENTIATION
GOBP_KERATINOCYTE_MIGRATION              SET      19     -0.23435   -0.0073661      0.20495      0.87356 GOBP_KERATINOCYTE_MIGRATION
GOBP_KERATINOCYTE_PROLIFERAT...          SET      55       -0.254    -0.013571      0.11331       0.9875 GOBP_KERATINOCYTE_PROLIFERATION
GOBP_KETONE_BIOSYNTHETIC_PRO...          SET      43    -0.078373   -0.0037036      0.12248      0.73887 GOBP_KETONE_BIOSYNTHETIC_PROCESS
GOBP_KETONE_BODY_BIOSYNTHETI...          SET       6     -0.24881   -0.0043962       0.3339       0.7719 GOBP_KETONE_BODY_BIOSYNTHETIC_PROCESS
GOBP_KETONE_BODY_METABOLIC_P...          SET      10     -0.13404   -0.0030574       0.2649      0.69357 GOBP_KETONE_BODY_METABOLIC_PROCESS
GOBP_KETONE_CATABOLIC_PROCESS            SET      14     0.017304   0.00046694      0.21999      0.46865 GOBP_KETONE_CATABOLIC_PROCESS
GOBP_KIDNEY_EPITHELIUM_DEVEL...          SET     138      0.13057     0.011026     0.077838     0.046741 GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT
GOBP_KIDNEY_MESENCHYME_DEVEL...          SET      18     0.036503    0.0011168       0.2352      0.43833 GOBP_KIDNEY_MESENCHYME_DEVELOPMENT
GOBP_KIDNEY_MORPHOGENESIS                SET      91     0.026519    0.0018208     0.094091      0.38903 GOBP_KIDNEY_MORPHOGENESIS
GOBP_KILLING_BY_HOST_OF_SYMB...          SET      26      0.14263    0.0052436      0.14877      0.16885 GOBP_KILLING_BY_HOST_OF_SYMBIONT_CELLS
GOBP_KILLING_OF_CELLS_OF_ANO...          SET      46     0.093102    0.0045502      0.12005      0.21903 GOBP_KILLING_OF_CELLS_OF_ANOTHER_ORGANISM
GOBP_KINETOCHORE_ASSEMBLY                SET      17    -0.020943   -0.0006227      0.18928      0.54405 GOBP_KINETOCHORE_ASSEMBLY
GOBP_KINETOCHORE_ORGANIZATION            SET      22      0.02915   0.00098586      0.17269      0.43298 GOBP_KINETOCHORE_ORGANIZATION
GOBP_KYNURENINE_METABOLIC_PR...          SET      11    -0.034782  -0.00083204      0.22343      0.56185 GOBP_KYNURENINE_METABOLIC_PROCESS
GOBP_LABYRINTHINE_LAYER_BLOO...          SET      17     -0.11937   -0.0035493      0.23442       0.6947 GOBP_LABYRINTHINE_LAYER_BLOOD_VESSEL_DEVELOPMENT
GOBP_LABYRINTHINE_LAYER_DEVE...          SET      43   -0.0083815  -0.00039608      0.14078      0.52374 GOBP_LABYRINTHINE_LAYER_DEVELOPMENT
GOBP_LABYRINTHINE_LAYER_MORP...          SET      22    -0.016892  -0.00057129      0.19867      0.53388 GOBP_LABYRINTHINE_LAYER_MORPHOGENESIS
GOBP_LACRIMAL_GLAND_DEVELOPM...          SET       7     0.044901   0.00085692      0.37438      0.45227 GOBP_LACRIMAL_GLAND_DEVELOPMENT
GOBP_LACTATE_METABOLIC_PROCE...          SET      15     -0.15619   -0.0043625      0.26053      0.72558 GOBP_LACTATE_METABOLIC_PROCESS
GOBP_LACTATE_TRANSMEMBRANE_T...          SET       7     -0.10687   -0.0020396      0.37419      0.61241 GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT
GOBP_LACTATION                           SET      38      0.10747    0.0047749      0.14498      0.22927 GOBP_LACTATION
GOBP_LAMELLIPODIUM_ASSEMBLY              SET      64    -0.046735   -0.0026929      0.10895      0.66602 GOBP_LAMELLIPODIUM_ASSEMBLY
GOBP_LAMELLIPODIUM_MORPHOGEN...          SET      18      0.15298    0.0046803      0.20108      0.22341 GOBP_LAMELLIPODIUM_MORPHOGENESIS
GOBP_LAMELLIPODIUM_ORGANIZAT...          SET      82    -0.023398   -0.0015254     0.096404      0.59588 GOBP_LAMELLIPODIUM_ORGANIZATION
GOBP_LATERAL_MESODERM_DEVELO...          SET      15     -0.10581   -0.0029555      0.25377      0.66165 GOBP_LATERAL_MESODERM_DEVELOPMENT
GOBP_LATERAL_SPROUTING_FROM_...          SET      10     0.057507    0.0013117      0.31438      0.42743 GOBP_LATERAL_SPROUTING_FROM_AN_EPITHELIUM
GOBP_LATERAL_VENTRICLE_DEVEL...          SET      12      -0.0596   -0.0014891      0.27468      0.58589 GOBP_LATERAL_VENTRICLE_DEVELOPMENT
GOBP_LATE_ENDOSOME_TO_GOLGI_...          SET       3      0.39552    0.0049421      0.45698      0.19339 GOBP_LATE_ENDOSOME_TO_GOLGI_TRANSPORT
GOBP_LATE_ENDOSOME_TO_LYSOSO...          SET      21     -0.42455    -0.014029      0.22955       0.9678 GOBP_LATE_ENDOSOME_TO_LYSOSOME_TRANSPORT
GOBP_LATE_ENDOSOME_TO_VACUOL...1         SET      35     -0.14914   -0.0063598      0.15456       0.8327 GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT
GOBP_LATE_ENDOSOME_TO_VACUOL...2         SET      26     -0.06764   -0.0024866      0.16968      0.65492 GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY
GOBP_LATE_NUCLEOPHAGY                    SET       8       0.1392      0.00284      0.36519      0.35154 GOBP_LATE_NUCLEOPHAGY
GOBP_LAYER_FORMATION_IN_CERE...          SET      14      0.27092    0.0073108      0.21981      0.10888 GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX
GOBP_LEARNED_VOCALIZATION_BE...          SET       9     0.089343    0.0019333      0.28459      0.37679 GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING
GOBP_LEARNING                            SET     146   -0.0043617  -0.00037878     0.074494      0.52334 GOBP_LEARNING
GOBP_LEFT_RIGHT_AXIS_SPECIFI...          SET      14      0.18461    0.0049816      0.21788      0.19842 GOBP_LEFT_RIGHT_AXIS_SPECIFICATION
GOBP_LENS_DEVELOPMENT_IN_CAM...          SET      85      0.10931     0.007255      0.10641      0.15216 GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE
GOBP_LENS_FIBER_CELL_DEVELOP...          SET      14      0.21494    0.0058002      0.23436      0.17954 GOBP_LENS_FIBER_CELL_DEVELOPMENT
GOBP_LENS_FIBER_CELL_DIFFERE...          SET      37     0.078164    0.0034269      0.15938      0.31192 GOBP_LENS_FIBER_CELL_DIFFERENTIATION
GOBP_LENS_FIBER_CELL_MORPHOG...          SET       6      0.10237    0.0018088      0.32326      0.37574 GOBP_LENS_FIBER_CELL_MORPHOGENESIS
GOBP_LENS_MORPHOGENESIS_IN_C...          SET      20      0.13966    0.0045037      0.18853      0.22942 GOBP_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE
GOBP_LEPTIN_MEDIATED_SIGNALI...          SET      10      0.18285    0.0041706      0.25876       0.2399 GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY
GOBP_LEUCINE_CATABOLIC_PROCE...          SET       6      0.20555    0.0036319       0.4129      0.30931 GOBP_LEUCINE_CATABOLIC_PROCESS
GOBP_LEUCINE_IMPORT_ACROSS_P...          SET       5     0.072907     0.001176      0.31937      0.40971 GOBP_LEUCINE_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_LEUCINE_METABOLIC_PROCE...          SET       8   -0.0046288  -9.4437e-05      0.35011      0.50527 GOBP_LEUCINE_METABOLIC_PROCESS
GOBP_LEUCINE_TRANSPORT                   SET      10     0.044664    0.0010187       0.2633      0.43265 GOBP_LEUCINE_TRANSPORT
GOBP_LEUKEMIA_INHIBITORY_FAC...          SET       7     -0.37967   -0.0072458      0.34006      0.86788 GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY
GOBP_LEUKOCYTE_ACTIVATION_IN...          SET      46    -0.042478    -0.002076      0.12341      0.63465 GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
GOBP_LEUKOCYTE_ADHESION_TO_A...          SET       5   -0.0075095  -0.00012113      0.39406       0.5076 GOBP_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL
GOBP_LEUKOCYTE_ADHESION_TO_V...          SET      46      0.03814     0.001864      0.12374      0.37896 GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL
GOBP_LEUKOCYTE_AGGREGATION               SET      12       0.2663    0.0066532      0.23898      0.13258 GOBP_LEUKOCYTE_AGGREGATION
GOBP_LEUKOCYTE_APOPTOTIC_PRO...          SET     112     0.011166   0.00085008     0.079457      0.44412 GOBP_LEUKOCYTE_APOPTOTIC_PROCESS
GOBP_LEUKOCYTE_CELL_CELL_ADH...          SET     385      0.12921     0.018107     0.046395    0.0026798 GOBP_LEUKOCYTE_CELL_CELL_ADHESION
GOBP_LEUKOCYTE_CHEMOTAXIS                SET     221     0.068104    0.0072622     0.061561      0.13431 GOBP_LEUKOCYTE_CHEMOTAXIS
GOBP_LEUKOCYTE_CHEMOTAXIS_IN...          SET       8    0.0069529   0.00014185      0.25351      0.48906 GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE
GOBP_LEUKOCYTE_DEGRANULATION             SET      77    -0.081586   -0.0051547     0.091916      0.81262 GOBP_LEUKOCYTE_DEGRANULATION
GOBP_LEUKOCYTE_DIFFERENTIATI...          SET     580     0.077298     0.013226     0.038166     0.021426 GOBP_LEUKOCYTE_DIFFERENTIATION
GOBP_LEUKOCYTE_HOMEOSTASIS               SET      96    -0.041369    -0.002917     0.088582      0.67975 GOBP_LEUKOCYTE_HOMEOSTASIS
GOBP_LEUKOCYTE_MEDIATED_CYTO...          SET     131     0.028141    0.0023158     0.075692      0.35503 GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_LEUKOCYTE_MEDIATED_IMMU...          SET     380     0.051552    0.0071782     0.046628      0.13446 GOBP_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_LEUKOCYTE_MIGRATION                 SET     364     0.074651     0.010178     0.047742     0.058961 GOBP_LEUKOCYTE_MIGRATION
GOBP_LEUKOCYTE_MIGRATION_INV...          SET      19     0.093403    0.0029359      0.16618      0.28704 GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE
GOBP_LEUKOCYTE_PROLIFERATION             SET     331     0.081739     0.010636     0.050015     0.051111 GOBP_LEUKOCYTE_PROLIFERATION
GOBP_LEUKOCYTE_TETHERING_OR_...          SET      33     0.097123    0.0040218      0.14693      0.25431 GOBP_LEUKOCYTE_TETHERING_OR_ROLLING
GOBP_LEUKOTRIENE_BIOSYNTHETI...          SET      17     -0.13065   -0.0038845      0.23693      0.70932 GOBP_LEUKOTRIENE_BIOSYNTHETIC_PROCESS
GOBP_LEUKOTRIENE_CATABOLIC_P...          SET       5     -0.54131   -0.0087314      0.37577      0.92513 GOBP_LEUKOTRIENE_CATABOLIC_PROCESS
GOBP_LEUKOTRIENE_D4_BIOSYNTH...          SET       6     -0.26777   -0.0047313      0.45586      0.72153 GOBP_LEUKOTRIENE_D4_BIOSYNTHETIC_PROCESS
GOBP_LEUKOTRIENE_D4_METABOLI...          SET       8     -0.25586     -0.00522      0.39309      0.74243 GOBP_LEUKOTRIENE_D4_METABOLIC_PROCESS
GOBP_LEUKOTRIENE_METABOLIC_P...          SET      30      -0.2002   -0.0079051      0.16265      0.89081 GOBP_LEUKOTRIENE_METABOLIC_PROCESS
GOBP_LEUKOTRIENE_SIGNALING_P...          SET       4       1.4817     0.021378       0.6293    0.0092801 GOBP_LEUKOTRIENE_SIGNALING_PATHWAY
GOBP_LEUKOTRIENE_TRANSPORT               SET       7     -0.22707   -0.0043336      0.28184      0.78978 GOBP_LEUKOTRIENE_TRANSPORT
GOBP_LEYDIG_CELL_DIFFERENTIA...          SET      10     0.061635    0.0014058      0.23917      0.39832 GOBP_LEYDIG_CELL_DIFFERENTIATION
GOBP_LIGAND_GATED_ION_CHANNE...          SET      32     0.025989    0.0010598       0.1622      0.43635 GOBP_LIGAND_GATED_ION_CHANNEL_SIGNALING_PATHWAY
GOBP_LIMBIC_SYSTEM_DEVELOPME...          SET     108    0.0051359   0.00038399     0.081154      0.47477 GOBP_LIMBIC_SYSTEM_DEVELOPMENT
GOBP_LIMB_BUD_FORMATION                  SET      11      0.39074    0.0093471      0.27253     0.075833 GOBP_LIMB_BUD_FORMATION
GOBP_LIMB_JOINT_MORPHOGENESIS            SET       5      0.11653    0.0018796      0.44387      0.39646 GOBP_LIMB_JOINT_MORPHOGENESIS
GOBP_LINOLEIC_ACID_METABOLIC...          SET      20     0.077993    0.0025151      0.17185      0.32498 GOBP_LINOLEIC_ACID_METABOLIC_PROCESS
GOBP_LIPID_BIOSYNTHETIC_PROC...          SET     683     0.030217    0.0055952     0.033628      0.18445 GOBP_LIPID_BIOSYNTHETIC_PROCESS
GOBP_LIPID_CATABOLIC_PROCESS             SET     319    -0.084996    -0.010861     0.047131      0.96433 GOBP_LIPID_CATABOLIC_PROCESS
GOBP_LIPID_DIGESTION                     SET      20     0.055282    0.0017827      0.18368      0.38172 GOBP_LIPID_DIGESTION
GOBP_LIPID_DROPLET_DISASSEMB...          SET       6     -0.27704   -0.0048951      0.30912      0.81492 GOBP_LIPID_DROPLET_DISASSEMBLY
GOBP_LIPID_DROPLET_FORMATION             SET      13     -0.10561   -0.0027462      0.23875      0.67087 GOBP_LIPID_DROPLET_FORMATION
GOBP_LIPID_DROPLET_ORGANIZAT...          SET      32    -0.047834   -0.0019506      0.13389      0.63955 GOBP_LIPID_DROPLET_ORGANIZATION
GOBP_LIPID_EXPORT_FROM_CELL              SET      47      -0.0604   -0.0029838       0.1338      0.67415 GOBP_LIPID_EXPORT_FROM_CELL
GOBP_LIPID_GLYCOSYLATION                 SET      11       0.0726    0.0017367      0.30402      0.40563 GOBP_LIPID_GLYCOSYLATION
GOBP_LIPID_HOMEOSTASIS                   SET     148      0.13391     0.011708     0.070673     0.029066 GOBP_LIPID_HOMEOSTASIS
GOBP_LIPID_HYDROXYLATION                 SET       7     -0.14983   -0.0028595      0.30163      0.69031 GOBP_LIPID_HYDROXYLATION
GOBP_LIPID_IMPORT_INTO_CELL              SET      19       0.1362    0.0042809      0.17557      0.21896 GOBP_LIPID_IMPORT_INTO_CELL
GOBP_LIPID_LOCALIZATION                  SET     467   -0.0020182  -0.00031081     0.040785      0.51973 GOBP_LIPID_LOCALIZATION
GOBP_LIPID_METABOLIC_PROCESS             SET    1323    0.0099695    0.0025245      0.02487      0.34426 GOBP_LIPID_METABOLIC_PROCESS
GOBP_LIPID_MODIFICATION                  SET     189    -0.066232   -0.0065368     0.059429      0.86745 GOBP_LIPID_MODIFICATION
GOBP_LIPID_OXIDATION                     SET     113    -0.089618   -0.0068528     0.075293      0.88302 GOBP_LIPID_OXIDATION
GOBP_LIPID_PHOSPHORYLATION               SET      15     -0.15397   -0.0043005      0.23827      0.74091 GOBP_LIPID_PHOSPHORYLATION
GOBP_LIPID_STORAGE                       SET      81     0.067535    0.0043759     0.097526      0.24432 GOBP_LIPID_STORAGE
GOBP_LIPID_TRANSPORT_ACROSS_...          SET       6       -0.231   -0.0040817      0.42452      0.70683 GOBP_LIPID_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER
GOBP_LIPOPHAGY                           SET       7     -0.74172    -0.014155      0.36339      0.97937 GOBP_LIPOPHAGY
GOBP_LIPOPOLYSACCHARIDE_MEDI...          SET      62      0.11864    0.0067291      0.11455      0.15016 GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY
GOBP_LIPOPROTEIN_BIOSYNTHETI...          SET      96     0.022652    0.0015972     0.081595      0.39066 GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS
GOBP_LIPOPROTEIN_CATABOLIC_P...          SET      16     0.055605     0.001604      0.20722      0.39422 GOBP_LIPOPROTEIN_CATABOLIC_PROCESS
GOBP_LIPOPROTEIN_LOCALIZATION            SET      17     0.096039    0.0028556      0.16511       0.2804 GOBP_LIPOPROTEIN_LOCALIZATION
GOBP_LIPOPROTEIN_METABOLIC_P...          SET     133     0.061449     0.005095     0.070757      0.19258 GOBP_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_LIPOSACCHARIDE_METABOLI...          SET     103     0.017146    0.0012521     0.082537      0.41772 GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS
GOBP_LIPOXIN_METABOLIC_PROCE...          SET       5     -0.28931   -0.0046666      0.32269      0.81501 GOBP_LIPOXIN_METABOLIC_PROCESS
GOBP_LIPOXYGENASE_PATHWAY                SET      10     0.048004    0.0010949      0.26252      0.42746 GOBP_LIPOXYGENASE_PATHWAY
GOBP_LIVER_MORPHOGENESIS                 SET      24     0.037232    0.0013151      0.16102      0.40857 GOBP_LIVER_MORPHOGENESIS
GOBP_LIVER_REGENERATION                  SET      29      0.10796    0.0041911      0.16594      0.25767 GOBP_LIVER_REGENERATION
GOBP_LOBAR_BRONCHUS_DEVELOPM...          SET       6      0.34994    0.0061832      0.41284      0.19832 GOBP_LOBAR_BRONCHUS_DEVELOPMENT
GOBP_LOBAR_BRONCHUS_EPITHELI...          SET       5      0.28913    0.0046638      0.45449      0.26234 GOBP_LOBAR_BRONCHUS_EPITHELIUM_DEVELOPMENT
GOBP_LOCALIZATION_WITHIN_MEM...          SET     637     0.039553    0.0070818     0.033628      0.11977 GOBP_LOCALIZATION_WITHIN_MEMBRANE
GOBP_LOCOMOTION                          SET    1251     0.042055     0.010376     0.025768     0.051343 GOBP_LOCOMOTION
GOBP_LOCOMOTION_INVOLVED_IN_...          SET      12     0.011434   0.00028568      0.27379      0.48334 GOBP_LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR
GOBP_LOCOMOTORY_BEHAVIOR                 SET     196    -0.099433   -0.0099918     0.061476       0.9471 GOBP_LOCOMOTORY_BEHAVIOR
GOBP_LOCOMOTORY_EXPLORATION_...          SET      15     -0.36113    -0.010087      0.23815      0.93528 GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR
GOBP_LOCOMOTOR_RHYTHM                    SET      15    -0.054224   -0.0015145      0.23735      0.59035 GOBP_LOCOMOTOR_RHYTHM
GOBP_LONG_CHAIN_FATTY_ACID_B...          SET      26     -0.17344   -0.0063763      0.15018      0.87593 GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_C...          SET       7     -0.56578    -0.010798      0.27698      0.97945 GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_I...          SET      10       0.1769    0.0040348      0.24631      0.23633 GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_LONG_CHAIN_FATTY_ACID_M...          SET     103       -0.197    -0.014386     0.081089      0.99243 GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACID_T...          SET      67     0.012522    0.0007382      0.10666      0.45327 GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT
GOBP_LONG_CHAIN_FATTY_ACYL_C...1         SET      18   -0.0095284  -0.00029152      0.19106      0.51989 GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS
GOBP_LONG_CHAIN_FATTY_ACYL_C...2         SET      24    -0.044643   -0.0015769      0.17362      0.60146 GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS
GOBP_LONG_TERM_MEMORY                    SET      35      0.12907     0.005504      0.14084      0.17973 GOBP_LONG_TERM_MEMORY
GOBP_LONG_TERM_SYNAPTIC_DEPR...          SET      30      0.36673      0.01448      0.16329     0.012364 GOBP_LONG_TERM_SYNAPTIC_DEPRESSION
GOBP_LONG_TERM_SYNAPTIC_POTE...          SET      86      0.15331     0.010235     0.094483     0.052343 GOBP_LONG_TERM_SYNAPTIC_POTENTIATION
GOBP_LOOP_OF_HENLE_DEVELOPME...          SET      12      0.16186    0.0040439      0.30919      0.30032 GOBP_LOOP_OF_HENLE_DEVELOPMENT
GOBP_LOW_DENSITY_LIPOPROTEIN...1         SET      27     0.086532    0.0032417      0.17289      0.30836 GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE
GOBP_LOW_DENSITY_LIPOPROTEIN...2         SET      16     -0.22792   -0.0065746      0.20896      0.86229 GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING
GOBP_LOW_DENSITY_LIPOPROTEIN...3         SET       6     0.076396    0.0013499      0.35707      0.41529 GOBP_LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS
GOBP_LUNG_ALVEOLUS_DEVELOPME...          SET      45    -0.047135   -0.0022785      0.13539      0.63613 GOBP_LUNG_ALVEOLUS_DEVELOPMENT
GOBP_LUNG_ASSOCIATED_MESENCH...          SET       8      0.14581    0.0029749      0.35401      0.34021 GOBP_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT
GOBP_LUNG_CELL_DIFFERENTIATI...          SET      28      0.11261    0.0042958      0.16346      0.24544 GOBP_LUNG_CELL_DIFFERENTIATION
GOBP_LUNG_EPITHELIUM_DEVELOP...          SET      43      0.20388    0.0096347      0.13154     0.060585 GOBP_LUNG_EPITHELIUM_DEVELOPMENT
GOBP_LUNG_GROWTH                         SET       6      0.57647     0.010186      0.35003       0.0498 GOBP_LUNG_GROWTH
GOBP_LUNG_LOBE_DEVELOPMENT               SET       7     -0.14927   -0.0028488      0.36212      0.65991 GOBP_LUNG_LOBE_DEVELOPMENT
GOBP_LUNG_MORPHOGENESIS                  SET      52      0.19161    0.0099551      0.12375      0.06078 GOBP_LUNG_MORPHOGENESIS
