# MEAN_SAMPLE_SIZE = 15368
# TOTAL_GENES = 19074
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_HISTONE_H3_K9_DEMETHYLA...          SET       6    0.0055171   9.7839e-05      0.45378      0.49515 GOBP_HISTONE_H3_K9_DEMETHYLATION
GOBP_HISTONE_H3_K9_DIMETHYLA...          SET       5     -0.34445   -0.0055763      0.32464      0.85565 GOBP_HISTONE_H3_K9_DIMETHYLATION
GOBP_HISTONE_H3_K9_METHYLATI...          SET      20     -0.25534   -0.0082642       0.1776      0.92473 GOBP_HISTONE_H3_K9_METHYLATION
GOBP_HISTONE_H3_K9_MODIFICAT...          SET      29     -0.17626   -0.0068677      0.15305      0.87525 GOBP_HISTONE_H3_K9_MODIFICATION
GOBP_HISTONE_H3_K9_TRIMETHYL...          SET       9    -0.083831   -0.0018206      0.25485       0.6289 GOBP_HISTONE_H3_K9_TRIMETHYLATION
GOBP_HISTONE_H4_ACETYLATION              SET      57      0.19016      0.01038      0.11323     0.046541 GOBP_HISTONE_H4_ACETYLATION
GOBP_HISTONE_H4_DEACETYLATION            SET       7     0.040207   0.00077013      0.33855      0.45273 GOBP_HISTONE_H4_DEACETYLATION
GOBP_HISTONE_H4_K12_ACETYLAT...          SET       6      0.35341    0.0062672      0.30967      0.12689 GOBP_HISTONE_H4_K12_ACETYLATION
GOBP_HISTONE_H4_K16_ACETYLAT...          SET      16   -0.0026339  -7.6256e-05      0.20934      0.50502 GOBP_HISTONE_H4_K16_ACETYLATION
GOBP_HISTONE_H4_K20_METHYLAT...          SET       6    -0.076581   -0.0013581      0.29873      0.60116 GOBP_HISTONE_H4_K20_METHYLATION
GOBP_HISTONE_H4_K20_TRIMETHY...          SET       5      -0.3828   -0.0061972       0.3452      0.86626 GOBP_HISTONE_H4_K20_TRIMETHYLATION
GOBP_HISTONE_H4_K5_ACETYLATI...          SET      13      0.19705    0.0051428      0.24201      0.20777 GOBP_HISTONE_H4_K5_ACETYLATION
GOBP_HISTONE_H4_R3_METHYLATI...          SET       6      0.37401    0.0066325      0.39352      0.17096 GOBP_HISTONE_H4_R3_METHYLATION
GOBP_HISTONE_LYSINE_METHYLAT...          SET      93     -0.14076   -0.0098049     0.087892      0.94535 GOBP_HISTONE_LYSINE_METHYLATION
GOBP_HISTONE_METHYLATION                 SET     122     -0.11978   -0.0095491     0.078232      0.93712 GOBP_HISTONE_METHYLATION
GOBP_HISTONE_MODIFICATION                SET     434     0.026991    0.0040249     0.041536      0.25791 GOBP_HISTONE_MODIFICATION
GOBP_HISTONE_MONOUBIQUITINAT...          SET      27      0.25199    0.0094744      0.17756     0.077933 GOBP_HISTONE_MONOUBIQUITINATION
GOBP_HISTONE_MRNA_CATABOLIC_...          SET      15     -0.12667    -0.003551      0.23362      0.70616 GOBP_HISTONE_MRNA_CATABOLIC_PROCESS
GOBP_HISTONE_MRNA_METABOLIC_...          SET      24     -0.02836   -0.0010054      0.19531      0.55773 GOBP_HISTONE_MRNA_METABOLIC_PROCESS
GOBP_HISTONE_UBIQUITINATION              SET      40    -0.080587   -0.0036866      0.13805       0.7203 GOBP_HISTONE_UBIQUITINATION
GOBP_HIS_PURKINJE_SYSTEM_DEV...          SET       7      0.19712    0.0037756      0.35901      0.29148 GOBP_HIS_PURKINJE_SYSTEM_DEVELOPMENT
GOBP_HOMEOSTASIS_OF_NUMBER_O...1         SET     282    -0.032733   -0.0039507     0.052272      0.73441 GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS
GOBP_HOMEOSTASIS_OF_NUMBER_O...2         SET      28     -0.20787   -0.0079587       0.1628      0.89916 GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE
GOBP_HOMEOSTATIC_PROCESS                 SET    1562     0.012337     0.003383     0.022896        0.295 GOBP_HOMEOSTATIC_PROCESS
GOBP_HOMOCYSTEINE_METABOLIC_...          SET      13     -0.30004   -0.0078305      0.20536      0.92799 GOBP_HOMOCYSTEINE_METABOLIC_PROCESS
GOBP_HOMOLOGOUS_CHROMOSOME_P...          SET      49     -0.06703   -0.0033931      0.11545      0.71924 GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS
GOBP_HOMOLOGOUS_CHROMOSOME_S...          SET      58   -0.0069771  -0.00038417      0.10772      0.52582 GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION
GOBP_HOMOLOGOUS_RECOMBINATION            SET      62     0.070573    0.0040172      0.10669      0.25415 GOBP_HOMOLOGOUS_RECOMBINATION
GOBP_HOMOPHILIC_CELL_ADHESIO...          SET     158      0.14756     0.013375     0.086095     0.043282 GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES
GOBP_HOMOSERINE_METABOLIC_PR...          SET       5     -0.46953   -0.0076013      0.30311       0.9393 GOBP_HOMOSERINE_METABOLIC_PROCESS
GOBP_HOMOTYPIC_CELL_CELL_ADH...          SET      92     0.033462    0.0023184     0.087243      0.35066 GOBP_HOMOTYPIC_CELL_CELL_ADHESION
GOBP_HORMONE_BIOSYNTHETIC_PR...          SET      63      0.14023    0.0080463      0.11855      0.11843 GOBP_HORMONE_BIOSYNTHETIC_PROCESS
GOBP_HORMONE_CATABOLIC_PROCE...          SET      12  -0.00054271  -1.3608e-05      0.24953      0.50087 GOBP_HORMONE_CATABOLIC_PROCESS
GOBP_HORMONE_MEDIATED_SIGNAL...          SET     180     0.035012    0.0033852     0.064382      0.29329 GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY
GOBP_HORMONE_METABOLIC_PROCE...          SET     228     0.039672    0.0043115     0.060785      0.25699 GOBP_HORMONE_METABOLIC_PROCESS
GOBP_HORMONE_TRANSPORT                   SET     301     0.020504    0.0025554     0.051102      0.34413 GOBP_HORMONE_TRANSPORT
GOBP_HOST_MEDIATED_REGULATIO...          SET       8     -0.18081   -0.0037023      0.31746      0.71551 GOBP_HOST_MEDIATED_REGULATION_OF_INTESTINAL_MICROBIOTA_COMPOSITION
GOBP_HUMORAL_IMMUNE_RESPONSE             SET     220     0.099439     0.010618     0.064883     0.062701 GOBP_HUMORAL_IMMUNE_RESPONSE
GOBP_HUMORAL_IMMUNE_RESPONSE...          SET      41     0.059859    0.0027723      0.15279      0.34762 GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN
GOBP_HYALOID_VASCULAR_PLEXUS...          SET       7     -0.41651   -0.0079778      0.29552      0.92064 GOBP_HYALOID_VASCULAR_PLEXUS_REGRESSION
GOBP_HYALURONAN_BIOSYNTHETIC...          SET      14      0.10007    0.0027103       0.2462       0.3422 GOBP_HYALURONAN_BIOSYNTHETIC_PROCESS
GOBP_HYALURONAN_CATABOLIC_PR...          SET      16     0.038565    0.0011165      0.20726       0.4262 GOBP_HYALURONAN_CATABOLIC_PROCESS
GOBP_HYALURONAN_METABOLIC_PR...          SET      34   -0.0075352  -0.00031786      0.14426      0.52083 GOBP_HYALURONAN_METABOLIC_PROCESS
GOBP_HYDROCARBON_METABOLIC_P...          SET       7     -0.73622    -0.014102       0.3177      0.98975 GOBP_HYDROCARBON_METABOLIC_PROCESS
GOBP_HYDROGEN_PEROXIDE_BIOSY...          SET      14    -0.069155   -0.0018729      0.25493      0.60691 GOBP_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS
GOBP_HYDROGEN_PEROXIDE_CATAB...          SET      29      0.10322    0.0040217       0.1737      0.27618 GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS
GOBP_HYDROGEN_PEROXIDE_METAB...          SET      48     -0.04566   -0.0022877      0.12561      0.64189 GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS
GOBP_HYDROGEN_SULFIDE_METABO...          SET       5     -0.34565   -0.0055958      0.27595      0.89482 GOBP_HYDROGEN_SULFIDE_METABOLIC_PROCESS
GOBP_HYPEROSMOTIC_RESPONSE               SET      27     0.077239     0.002904      0.15012      0.30345 GOBP_HYPEROSMOTIC_RESPONSE
GOBP_HYPEROSMOTIC_SALINITY_R...          SET      13     -0.10497   -0.0027395      0.20926      0.69203 GOBP_HYPEROSMOTIC_SALINITY_RESPONSE
GOBP_HYPERSENSITIVITY                    SET      10      0.42876     0.009815      0.28291     0.064829 GOBP_HYPERSENSITIVITY
GOBP_HYPOTHALAMUS_CELL_DIFFE...          SET      12     -0.19485   -0.0048859      0.21599       0.8165 GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION
GOBP_HYPOTHALAMUS_CELL_MIGRA...          SET       6     0.041548   0.00073679      0.39588      0.45821 GOBP_HYPOTHALAMUS_CELL_MIGRATION
GOBP_HYPOTHALAMUS_DEVELOPMENT            SET      22    -0.093297   -0.0031668       0.1679      0.71077 GOBP_HYPOTHALAMUS_DEVELOPMENT
GOBP_HYPOTHALAMUS_GONADOTROP...          SET       7     -0.45639   -0.0087417      0.32317      0.92105 GOBP_HYPOTHALAMUS_GONADOTROPHIN_RELEASING_HORMONE_NEURON_DIFFERENTIATION
GOBP_HYPOTONIC_RESPONSE                  SET      12      0.19288    0.0048364      0.27513      0.24165 GOBP_HYPOTONIC_RESPONSE
GOBP_HYPOXIA_INDUCIBLE_FACTO...          SET       3     -0.15052   -0.0018875      0.52126      0.61361 GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY
GOBP_ICOSANOID_BIOSYNTHETIC_...          SET      54     -0.24114    -0.012813      0.11346      0.98321 GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS
GOBP_ICOSANOID_CATABOLIC_PRO...          SET       7     -0.24731   -0.0047371      0.33202      0.77182 GOBP_ICOSANOID_CATABOLIC_PROCESS
GOBP_ICOSANOID_METABOLIC_PRO...          SET     114     -0.17983    -0.013861     0.081333      0.98648 GOBP_ICOSANOID_METABOLIC_PROCESS
GOBP_ICOSANOID_SECRETION                 SET      48     -0.14448    -0.007239      0.13143      0.86417 GOBP_ICOSANOID_SECRETION
GOBP_ICOSANOID_TRANSPORT                 SET      65     -0.16337   -0.0095208       0.1067      0.93712 GOBP_ICOSANOID_TRANSPORT
GOBP_IMMATURE_B_CELL_DIFFERE...          SET      12      0.35895    0.0090007      0.25899     0.082889 GOBP_IMMATURE_B_CELL_DIFFERENTIATION
GOBP_IMMATURE_T_CELL_PROLIFE...          SET      12   -0.0060756  -0.00015235      0.26081      0.50929 GOBP_IMMATURE_T_CELL_PROLIFERATION
GOBP_IMMUNE_COMPLEX_CLEARANCE            SET       5     -0.31717   -0.0051347      0.45628      0.75651 GOBP_IMMUNE_COMPLEX_CLEARANCE
GOBP_IMMUNE_EFFECTOR_PROCESS             SET     574     0.040856    0.0069803      0.03742      0.13746 GOBP_IMMUNE_EFFECTOR_PROCESS
GOBP_IMMUNE_RESPONSE                     SET    1488     0.054687     0.014667     0.023844     0.010914 GOBP_IMMUNE_RESPONSE
GOBP_IMMUNE_RESPONSE_INHIBIT...1         SET       8      0.16037    0.0032837      0.34601      0.32151 GOBP_IMMUNE_RESPONSE_INHIBITING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY
GOBP_IMMUNE_RESPONSE_INHIBIT...2         SET      10      0.12879    0.0029482      0.27442      0.31943 GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION
GOBP_IMMUNE_RESPONSE_REGULAT...1         SET     277     0.062193    0.0074404     0.052658      0.11879 GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY
GOBP_IMMUNE_RESPONSE_REGULAT...2         SET      26     0.063848    0.0023558      0.17453      0.35725 GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS
GOBP_IMMUNE_RESPONSE_REGULAT...3         SET     385     0.057228    0.0080482     0.044259     0.098009 GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY
GOBP_IMMUNE_RESPONSE_TO_TUMO...          SET      22      0.37063      0.01258      0.17912     0.019277 GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL
GOBP_IMMUNE_SYSTEM_DEVELOPME...          SET     192    -0.025312   -0.0025268     0.062975      0.65613 GOBP_IMMUNE_SYSTEM_DEVELOPMENT
GOBP_IMMUNOGLOBULIN_PRODUCTI...1         SET     104     0.098811    0.0072765     0.084277      0.12052 GOBP_IMMUNOGLOBULIN_PRODUCTION
GOBP_IMMUNOGLOBULIN_PRODUCTI...2         SET      57     0.027806    0.0015178      0.11141      0.40146 GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE
GOBP_IMMUNOGLOBULIN_V_D_J_RE...          SET       8     -0.26757   -0.0054787      0.39198      0.75257 GOBP_IMMUNOGLOBULIN_V_D_J_RECOMBINATION
GOBP_IMMUNOLOGICAL_MEMORY_FO...          SET      12      0.16678     0.004182      0.29154      0.28365 GOBP_IMMUNOLOGICAL_MEMORY_FORMATION_PROCESS
GOBP_IMMUNOLOGICAL_MEMORY_PR...          SET      15      0.39272     0.011009      0.26999     0.072901 GOBP_IMMUNOLOGICAL_MEMORY_PROCESS
GOBP_IMMUNOLOGICAL_SYNAPSE_F...          SET      15      0.22432    0.0062884      0.21936      0.15325 GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION
GOBP_IMPORT_ACROSS_PLASMA_ME...          SET     193    -0.044319   -0.0044355     0.063616      0.75699 GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_IMPORT_INTO_CELL                    SET     243    -0.046148   -0.0051756     0.056765      0.79187 GOBP_IMPORT_INTO_CELL
GOBP_IMPORT_INTO_NUCLEUS                 SET     160    -0.030042     -0.00274     0.070944      0.66402 GOBP_IMPORT_INTO_NUCLEUS
GOBP_IMP_BIOSYNTHETIC_PROCESS            SET      10        0.232    0.0053109      0.24849      0.17525 GOBP_IMP_BIOSYNTHETIC_PROCESS
GOBP_IMP_CATABOLIC_PROCESS               SET       5     -0.33003   -0.0053429      0.35055      0.82676 GOBP_IMP_CATABOLIC_PROCESS
GOBP_IMP_METABOLIC_PROCESS               SET      17     0.091798    0.0027394      0.18555      0.31039 GOBP_IMP_METABOLIC_PROCESS
GOBP_IMP_SALVAGE                         SET       4      -0.1765   -0.0025557      0.34872      0.69361 GOBP_IMP_SALVAGE
GOBP_INCLUSION_BODY_ASSEMBLY             SET      22     -0.20078    -0.006815       0.1773      0.87126 GOBP_INCLUSION_BODY_ASSEMBLY
GOBP_INDOLALKYLAMINE_METABOL...          SET      11     -0.15893   -0.0038156      0.24895      0.73838 GOBP_INDOLALKYLAMINE_METABOLIC_PROCESS
GOBP_INDOLE_CONTAINING_COMPO...1         SET       5      0.31692    0.0051306      0.38532      0.20541 GOBP_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS
GOBP_INDOLE_CONTAINING_COMPO...2         SET      22      -0.1711   -0.0058075      0.18862      0.81781 GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GOBP_INDUCTION_OF_BACTERIAL_...          SET       7    -0.082917   -0.0015882      0.39451      0.58323 GOBP_INDUCTION_OF_BACTERIAL_AGGLUTINATION
GOBP_INDUCTION_OF_POSITIVE_C...          SET      12      0.30319    0.0076026      0.29076      0.14854 GOBP_INDUCTION_OF_POSITIVE_CHEMOTAXIS
GOBP_INFLAMMASOME_COMPLEX_AS...          SET      31     -0.27169    -0.010944      0.14662      0.96805 GOBP_INFLAMMASOME_COMPLEX_ASSEMBLY
GOBP_INFLAMMATORY_CELL_APOPT...          SET      22      0.11838    0.0040182      0.17218      0.24588 GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS
GOBP_INFLAMMATORY_RESPONSE               SET     743    -0.010973   -0.0021232     0.032224      0.63327 GOBP_INFLAMMATORY_RESPONSE
GOBP_INFLAMMATORY_RESPONSE_T...1         SET      67      0.12828    0.0075897       0.1086      0.11878 GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
GOBP_INFLAMMATORY_RESPONSE_T...2         SET      15     -0.26474   -0.0074212      0.20986      0.89642 GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING
GOBP_INHIBITION_OF_NEUROEPIT...          SET       5     -0.26903   -0.0043554      0.39189       0.7538 GOBP_INHIBITION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION
GOBP_INHIBITORY_POSTSYNAPTIC...          SET      16    -0.077338    -0.002239      0.20363      0.64795 GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL
GOBP_INHIBITORY_SYNAPSE_ASSE...          SET      16    -0.033075  -0.00095755      0.22067      0.55957 GOBP_INHIBITORY_SYNAPSE_ASSEMBLY
GOBP_INNATE_IMMUNE_RESPONSE              SET     806     0.048004    0.0096574     0.031731     0.065169 GOBP_INNATE_IMMUNE_RESPONSE
GOBP_INNATE_IMMUNE_RESPONSE_...1         SET      70    -0.025679   -0.0015528        0.112      0.59068 GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY
GOBP_INNATE_IMMUNE_RESPONSE_...2         SET     186     0.025854    0.0025407     0.063303      0.34149 GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNALING_PATHWAY
GOBP_INNATE_IMMUNE_RESPONSE_...3         SET      22      0.10477    0.0035563       0.2058      0.30535 GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA
GOBP_INNERVATION                         SET      27      0.12523    0.0047084       0.1806      0.24403 GOBP_INNERVATION
GOBP_INNER_CELL_MASS_CELL_DI...          SET       7       0.1367    0.0026184      0.29814      0.32329 GOBP_INNER_CELL_MASS_CELL_DIFFERENTIATION
GOBP_INNER_CELL_MASS_CELL_PR...          SET      14      0.10084    0.0027312      0.24142      0.33808 GOBP_INNER_CELL_MASS_CELL_PROLIFERATION
GOBP_INNER_DYNEIN_ARM_ASSEMB...          SET      15     0.038904    0.0010906      0.19036      0.41903 GOBP_INNER_DYNEIN_ARM_ASSEMBLY
GOBP_INNER_EAR_AUDITORY_RECE...          SET      44      0.11647    0.0055879      0.12321      0.17226 GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION
GOBP_INNER_EAR_MORPHOGENESIS             SET     100       0.1244    0.0089839     0.087678     0.077988 GOBP_INNER_EAR_MORPHOGENESIS
GOBP_INNER_EAR_RECEPTOR_CELL...1         SET      44      0.20218    0.0096996      0.11745     0.042596 GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT
GOBP_INNER_EAR_RECEPTOR_CELL...2         SET       5     -0.34801   -0.0056339      0.34708      0.84198 GOBP_INNER_EAR_RECEPTOR_CELL_FATE_COMMITMENT
GOBP_INNER_EAR_RECEPTOR_CELL...3         SET      33      0.21741    0.0090357      0.12983      0.04701 GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION
GOBP_INNER_MITOCHONDRIAL_MEM...          SET      36     0.056391    0.0024476       0.1322      0.33485 GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION
GOBP_INORGANIC_ANION_TRANSME...          SET     114    -0.074196    -0.005719     0.085746      0.80656 GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT
GOBP_INORGANIC_ANION_TRANSPO...          SET     170      -0.0261   -0.0024531     0.070306      0.64477 GOBP_INORGANIC_ANION_TRANSPORT
GOBP_INORGANIC_ION_HOMEOSTAS...          SET     504   -0.0040836  -0.00065498     0.038873      0.54183 GOBP_INORGANIC_ION_HOMEOSTASIS
GOBP_INORGANIC_ION_IMPORT_AC...          SET     124    -0.035014    -0.002814     0.084072      0.66147 GOBP_INORGANIC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_INOSINE_METABOLIC_PROCE...          SET       5      -0.5751   -0.0093103      0.40005      0.92471 GOBP_INOSINE_METABOLIC_PROCESS
GOBP_INOSITOL_LIPID_MEDIATED...          SET     165      0.08307    0.0076929     0.069796        0.117 GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING
GOBP_INOSITOL_METABOLIC_PROC...          SET      10      0.43035    0.0098514      0.25121     0.043359 GOBP_INOSITOL_METABOLIC_PROCESS
GOBP_INOSITOL_PHOSPHATE_BIOS...          SET      28    -0.045997   -0.0017611      0.15633      0.61571 GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_INOSITOL_PHOSPHATE_CATA...          SET      18    -0.066798   -0.0020511       0.2585      0.60195 GOBP_INOSITOL_PHOSPHATE_CATABOLIC_PROCESS
GOBP_INOSITOL_PHOSPHATE_MEDI...          SET      55     0.023095    0.0012384      0.11518      0.42054 GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING
GOBP_INOSITOL_PHOSPHATE_META...          SET      51    0.0060472   0.00031228      0.12833      0.48121 GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS
GOBP_INOSITOL_TRISPHOSPHATE_...1         SET       8     -0.13047   -0.0026714      0.27946      0.67969 GOBP_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_INOSITOL_TRISPHOSPHATE_...2         SET      12     -0.20038   -0.0050244      0.24303      0.79516 GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS
GOBP_INSEMINATION                        SET      13      0.18267    0.0047673      0.22508      0.20853 GOBP_INSEMINATION
GOBP_INSULIN_LIKE_GROWTH_FAC...          SET      47      0.33814     0.016765      0.13726    0.0068851 GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
GOBP_INSULIN_METABOLIC_PROCE...          SET      15      0.25141    0.0070478      0.20962       0.1152 GOBP_INSULIN_METABOLIC_PROCESS
GOBP_INSULIN_PROCESSING                  SET       9     -0.12007   -0.0026077       0.3581       0.6313 GOBP_INSULIN_PROCESSING
GOBP_INSULIN_RECEPTOR_SIGNAL...          SET     121     0.087482    0.0069457     0.073118      0.11577 GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY
GOBP_INSULIN_SECRETION                   SET     186    0.0067091    0.0006593     0.064894      0.45883 GOBP_INSULIN_SECRETION
GOBP_INSULIN_SECRETION_INVOL...          SET      57     0.027832    0.0015192      0.11931      0.40778 GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS
GOBP_INTEGRATED_STRESS_RESPO...          SET      41      0.16971      0.00786      0.13078     0.097214 GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING
GOBP_INTEGRIN_ACTIVATION                 SET      26      0.19526    0.0072042      0.15649      0.10607 GOBP_INTEGRIN_ACTIVATION
GOBP_INTEGRIN_BIOSYNTHETIC_P...          SET       4     -0.40752    -0.005901      0.49878      0.79304 GOBP_INTEGRIN_BIOSYNTHETIC_PROCESS
GOBP_INTEGRIN_MEDIATED_SIGNA...          SET     108     0.052957    0.0039737     0.082685      0.26094 GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERCELLULAR_TRANSPORT             SET      10     0.002358   5.3978e-05      0.24528      0.49616 GOBP_INTERCELLULAR_TRANSPORT
GOBP_INTERFERON_ALPHA_PRODUC...          SET      24      0.26513    0.0093992      0.18771     0.078913 GOBP_INTERFERON_ALPHA_PRODUCTION
GOBP_INTERFERON_BETA_PRODUCT...          SET      50     -0.11389   -0.0058238      0.12726       0.8146 GOBP_INTERFERON_BETA_PRODUCTION
GOBP_INTERFERON_MEDIATED_SIG...          SET      94     0.095583    0.0066936     0.099331      0.16796 GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_10_PRODUCTI...          SET      55      0.11069    0.0059353       0.1275      0.19266 GOBP_INTERLEUKIN_10_PRODUCTION
GOBP_INTERLEUKIN_12_PRODUCTI...          SET      57       0.1062    0.0057967      0.11755      0.18316 GOBP_INTERLEUKIN_12_PRODUCTION
GOBP_INTERLEUKIN_13_PRODUCTI...          SET      20      0.34152     0.011053      0.19706     0.041548 GOBP_INTERLEUKIN_13_PRODUCTION
GOBP_INTERLEUKIN_15_MEDIATED...          SET       6      0.24876    0.0044114      0.30639      0.20843 GOBP_INTERLEUKIN_15_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_17_MEDIATED...          SET       9      0.19659    0.0042695      0.31456        0.266 GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_17_PRODUCTI...          SET      38     0.081905    0.0036523       0.1561       0.2999 GOBP_INTERLEUKIN_17_PRODUCTION
GOBP_INTERLEUKIN_18_MEDIATED...          SET       9     -0.33803   -0.0073412      0.33342      0.84466 GOBP_INTERLEUKIN_18_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_18_PRODUCTI...          SET      10     -0.17569   -0.0040218       0.2645      0.74673 GOBP_INTERLEUKIN_18_PRODUCTION
GOBP_INTERLEUKIN_1_ALPHA_PRO...          SET       8      0.14478    0.0029646      0.28262      0.30423 GOBP_INTERLEUKIN_1_ALPHA_PRODUCTION
GOBP_INTERLEUKIN_1_MEDIATED_...          SET      26    -0.082274   -0.0030356      0.14714      0.71196 GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_1_PRODUCTION            SET     106      0.11226    0.0083455     0.082388     0.086521 GOBP_INTERLEUKIN_1_PRODUCTION
GOBP_INTERLEUKIN_21_PRODUCTI...          SET       2     -0.28272    -0.002895      0.70196      0.65644 GOBP_INTERLEUKIN_21_PRODUCTION
GOBP_INTERLEUKIN_23_PRODUCTI...          SET       9     -0.47615    -0.010341       0.2775      0.95689 GOBP_INTERLEUKIN_23_PRODUCTION
GOBP_INTERLEUKIN_27_MEDIATED...          SET       7      0.44572    0.0085373      0.44165      0.15644 GOBP_INTERLEUKIN_27_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_2_MEDIATED_...          SET       5      0.81095     0.013128      0.35076     0.010397 GOBP_INTERLEUKIN_2_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_2_PRODUCTION            SET      59      0.23972     0.013312       0.1135      0.01735 GOBP_INTERLEUKIN_2_PRODUCTION
GOBP_INTERLEUKIN_4_MEDIATED_...          SET       6    -0.075513   -0.0013391      0.31673      0.59422 GOBP_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_4_PRODUCTION            SET      29      0.43979     0.017136      0.17472    0.0059208 GOBP_INTERLEUKIN_4_PRODUCTION
GOBP_INTERLEUKIN_5_PRODUCTION            SET      19      0.43564     0.013743       0.2022     0.015608 GOBP_INTERLEUKIN_5_PRODUCTION
GOBP_INTERLEUKIN_6_MEDIATED_...          SET      18      0.36908     0.011333       0.2047     0.035705 GOBP_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY
GOBP_INTERLEUKIN_6_PRODUCTION            SET     139     0.019654    0.0016717     0.073167      0.39411 GOBP_INTERLEUKIN_6_PRODUCTION
GOBP_INTERLEUKIN_8_PRODUCTION            SET      76     -0.13635   -0.0085898      0.09677      0.92057 GOBP_INTERLEUKIN_8_PRODUCTION
