GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
3	9:117640001-117680000	9:119080001-119120000	2.498889e-08	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119120001-119160000	2.957816e-21	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119160001-119200000	4.170861e-19	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000256040	1
3	9:117640001-117680000	9:119320001-119360000	7.575281e-12	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119360001-119400000	3.079867e-08	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119400001-119440000	1.670982e-17	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117640001-117680000	9:119760001-119800000	5.893194e-07	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117720001-117760000	1.615472e-63	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:117760001-117800000	4.125908e-120	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:117920001-117960000	2.010865e-08	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118000001-118040000	5.819859e-20	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118040001-118080000	1.182711e-14	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118120001-118160000	1.346815e-18	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118200001-118240000	1.916399e-38	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118240001-118280000	3.498051e-18	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118280001-118320000	8.396715e-51	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118320001-118360000	5.414145e-07	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:118760001-118800000	7.125944e-08	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119000001-119040000	1.499517e-09	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119120001-119160000	1.560554e-12	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119200001-119240000	4.636066e-07	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119280001-119320000	1.442768e-08	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119320001-119360000	1.470154e-11	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117680001-117720000	9:119400001-119440000	9.872407e-08	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
4	10:64360001-64400000	10:64400001-64440000	1.634299e-25	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64440001-64480000	4.044781e-20	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64480001-64520000	4.771627e-25	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64520001-64560000	4.425853e-20	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64560001-64600000	1.010454e-65	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	ENSG00000181915	1
4	10:64360001-64400000	10:64640001-64680000	3.002017e-27	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	ENSG00000122877	1
4	10:64360001-64400000	10:64680001-64720000	1.854509e-28	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64720001-64760000	6.302296e-35	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64760001-64800000	1.19075e-07	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64800001-64840000	1.965479e-44	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64840001-64880000	2.699781e-07	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:64880001-64920000	3.023469e-67	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	ENSG00000148572	1
4	10:64360001-64400000	10:64920001-64960000	4.972987e-23	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65240001-65280000	8.817452e-15	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65360001-65400000	2.44494e-07	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65400001-65440000	1.943403e-15	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65440001-65480000	3.588667e-11	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65480001-65520000	1.857659e-26	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65520001-65560000	2.282619e-30	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
4	10:64360001-64400000	10:65560001-65600000	3.797903e-11	HiC	GSE87112	IMR90	intra	rs12766377;rs12774545;rs56299235	NA	0
5	20:6480001-6520000	20:6520001-6560000	2.53145e-63	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6600001-6640000	2.025769e-19	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6640001-6680000	1.773995e-18	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:6680001-6720000	4.045165e-16	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7240001-7280000	1.812873e-11	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7560001-7600000	1.809607e-07	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7600001-7640000	7.721061e-09	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7720001-7760000	2.859864e-18	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7760001-7800000	1.38387e-21	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7800001-7840000	5.637997e-31	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7840001-7880000	2.404417e-27	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7880001-7920000	2.652174e-34	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:7920001-7960000	5.727422e-11	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	ENSG00000101323	1
5	20:6480001-6520000	20:7960001-8000000	1.695029e-26	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	ENSG00000125827	1
5	20:6480001-6520000	20:8000001-8040000	1.539862e-16	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	ENSG00000125827	1
5	20:6480001-6520000	20:8040001-8080000	1.209217e-24	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8120001-8160000	2.094825e-11	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8160001-8200000	4.546358e-11	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8200001-8240000	6.159285e-17	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8240001-8280000	1.188692e-07	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8360001-8400000	5.183846e-07	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8440001-8480000	7.254075e-10	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8640001-8680000	9.176865e-13	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8680001-8720000	6.370179e-37	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:8720001-8760000	6.887023e-20	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9240001-9280000	7.589011e-08	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9320001-9360000	4.902135e-18	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9360001-9400000	1.095044e-15	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
5	20:6480001-6520000	20:9400001-9440000	5.144872e-12	HiC	GSE87112	IMR90	intra	rs77926029;rs184983658	NA	0
1	1:114280001-114320000	1:112880001-112920000	1.138036e-09	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113560001-113600000	2.280492e-07	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113640001-113680000	2.208967e-22	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114360001-114400000	1:113640001-113680000	1.208508e-14	HiC	GSE87112	IMR90	intra	rs2476601	NA	0
1	1:114280001-114320000	1:113720001-113760000	2.824621e-12	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113840001-113880000	5.046195e-11	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114280001-114320000	1:113920001-113960000	2.211653e-14	HiC	GSE87112	IMR90	intra	rs6679677	ENSG00000081026	1
1	1:114360001-114400000	1:113920001-113960000	2.271102e-11	HiC	GSE87112	IMR90	intra	rs2476601	ENSG00000081026	1
1	1:114280001-114320000	1:113960001-114000000	1.124767e-09	HiC	GSE87112	IMR90	intra	rs6679677	NA	0
1	1:114360001-114400000	1:114320001-114360000	1.595332e-10	HiC	GSE87112	IMR90	intra	rs2476601	ENSG00000081019	1
2	2:234400001-234440000	2:233600001-233640000	5.845007e-07	HiC	GSE87112	IMR90	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234160001-234200000	1.596804e-19	HiC	GSE87112	IMR90	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234280001-234320000	5.357729e-08	HiC	GSE87112	IMR90	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234320001-234360000	2.990614e-22	HiC	GSE87112	IMR90	intra	rs78135710	NA	0
2	2:234400001-234440000	2:234360001-234400000	2.670974e-57	HiC	GSE87112	IMR90	intra	rs78135710	NA	0
3	9:117640001-117680000	9:117160001-117200000	2.156094e-136	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117160001-117200000	6.880865e-59	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117200001-117240000	4.685816e-16	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
3	9:117680001-117720000	9:117200001-117240000	1.506204e-08	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	NA	0
3	9:117640001-117680000	9:117240001-117280000	4.608809e-54	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	ENSG00000095397	1
3	9:117680001-117720000	9:117240001-117280000	8.54698e-48	HiC	GSE87112	IMR90	intra	rs11322814;rs10982450;rs7872878;rs10982451;rs1322058;rs4979472;rs10817683;rs10982453;rs10982454;rs10982455;rs7036962;rs10817684;rs10817685;rs10982456;rs1006025;rs1006026;rs1006027;rs1555456;rs145815687;rs2075534;rs2075533;rs3181348;rs557485812;rs10081728;rs4979473;rs726657;rs726656;rs5900108;rs1322059;rs911603;rs1322060;rs2181033;rs927375;rs35651988	ENSG00000095397	1
3	9:117640001-117680000	9:117280001-117320000	7.862384e-24	HiC	GSE87112	IMR90	intra	rs7032773;rs7049009;rs2181036;rs2418324;rs1407309;rs4979470;rs112287145;rs2418325;rs11394426;rs3833492;rs11353389;rs10667388;rs10982445;rs34397268;rs72371482;rs4979471;rs1322067;rs72756567;rs7025577;rs6478117;rs7030090;rs7858603;rs113133989;rs3181202;rs3181201;rs3181200;rs2974;rs2295800;rs3181374;rs1126711;rs3181372;rs3181371;rs3181370;rs3181369;rs3181368;rs3181367;rs3181366;rs3181365;rs3181364;rs3181363;rs3181197;rs3181195;rs1322054;rs17292087;rs12337739;rs1322056;rs7028578;rs2208640;rs927373;rs10817682;rs12352646;rs10982449;rs12347977;rs12338765;rs7037640;rs4978611;rs3838334;rs3789879;rs927374	NA	0
